0 0 0 0 0 10 125 1 11 162 1 7 1 0 6 0 2 0 2 4 0 2 0 0 5 2 0 0 3 2 0 0 0 0 0 0 4 0 1 2
0 0 0 0 0 6 41 0 14 92 0 5 0 1 13 0 1 0 1 2 0 6 0 0 3 0 1 0 0 1 0 0 0 0 0 0 2 0 0 1
0 0 0 0 0 6 20 0 13 73 1 8 0 2 8 0 2 0 1 7 1 1 0 0 3 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 7 3 1 16 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 10 9 0 14 4 1 3 0 0 0 1 0 0 1 0 0 0 0 0 0 1 2 0 2 1 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 9 5 2 7 3 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 2 1 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 3 4 0 10 3 1 1 0 1 1 0 0 0 0 0 1 0 0 0 0 2 2 0 0 1 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 3 5 0 11 3 5 0 0 1 0 0 0 0 2 1 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 8 0 14 0 1 1 0 4 0 3 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 5 7 0 8 3 2 2 0 1 2 0 1 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 3 8 0 9 2 0 3 0 1 0 1 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 5 17 0 8 5 1 0 0 0 0 2 1 0 0 1 0 0 0 0 1 1 2 0 1 3 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 6 18 0 9 3 2 0 0 0 0 1 0 0 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 9 13 0 5 5 2 0 0 1 1 1 1 0 2 1 0 2 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 8 17 0 9 0 2 3 0 0 0 1 2 0 0 1 0 0 0 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 24 9 4 4 2 2 5 5 3 0 0 0 0 1 0 0 0 0 0 0 2 0 0 3 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 6 18 8 7 5 2 4 4 7 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 12 24 14 18 10 1 4 7 9 1 0 3 0 0 2 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 7 27 22 26 18 0 6 8 13 7 1 3 0 0 2 0 1 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 2
0 0 0 1 0 12 44 26 40 25 1 9 10 15 6 0 1 0 0 1 0 0 0 2 3 0 3 0 0 2 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 28 52 28 60 58 2 14 9 8 5 1 0 0 1 2 1 0 0 2 0 0 3 0 0 0 0 0 0 0 0 0 3 0 0 0
0 0 0 0 0 34 53 80 101 59 3 13 3 20 4 1 1 0 2 1 1 0 1 4 2 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 30 70 73 112 65 1 6 7 8 1 0 3 0 1 1 0 2 0 2 1 0 2 0 0 2 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 40 106 93 139 97 2 5 4 12 3 1 3 0 0 2 0 2 0 2 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 42 111 124 143 112 3 7 5 17 4 1 1 0 0 2 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 49 106 111 146 147 4 5 8 21 4 2 2 1 0 4 1 4 2 0 13 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
9 0 0 0 0 30 99 91 115 144 1 10 7 19 8 1 0 0 2 2 0 5 0 2 1 0 2 0 0 5 0 0 0 0 0 0 0 0 0 1
