-19.375954 -20.056144 -20.791890 -22.519960 -22.826978 -22.615355 -24.243644 -23.763381 -24.128513 -24.020691 -23.333191 -23.170545 -23.229025 -21.924565 -20.292621 -23.029463 -22.980121 -20.559068 -17.399346 -11.711846 -5.920545 3.602481 10.073242 14.446049 20.977481 26.400727 22.663885 20.663154 24.508183 22.403285 20.239543 21.237715 16.711765 12.237715 11.027189 7.344075 14.330551 12.644513 18.853578 23.801677 20.644513 21.751970 23.438008 22.174484 25.751239 21.750142 24.961034 25.276823 26.593709 26.595537 19.859060 16.015493 11.804967 3.492101 1.861253 -0.035677 -2.189916 -2.923103 -2.559434 -2.620837 -5.521422 -6.151539 -7.788235 -9.479025 -10.691378 -12.481949 -15.587212 -17.381071 -19.854756 -20.428951 -20.904463 -21.645326
40.401915 -4.707003 -26.662413 -47.244284 -47.718699 -46.555322 -47.277544 -47.798743 -47.276448 -47.019138 -42.336389 -39.596258 -39.907661 -37.687266 -35.727837 -31.095161 -30.050936 -28.746112 -26.591506 -17.322135 -6.630980 5.168728 22.646067 35.488538 41.177865 45.077353 47.923845 52.242193 43.351111 40.934079 21.250965 27.464049 22.729766 11.573698 14.100014 13.521067 22.321505 19.277646 16.172383 27.800672 29.484517 34.273625 29.956008 27.902646 32.693216 30.484883 33.853304 30.851476 36.168728 35.170921 39.275818 38.856593 43.014122 47.747675 11.585394 19.790438 9.470263 -10.389021 -9.259269 -11.221989 -17.753421 -19.765483 -18.363436 -28.697135 -25.536682 -27.209196 -38.050936 -32.682150 -36.676302 -43.241726 -41.650351 -42.754152
-36.752924 -37.009137 -37.377193 -38.111477 -37.577120 -37.733187 -38.323099 -38.492325 -38.436038 -38.316886 -38.472588 -38.477339 -38.526681 -38.259503 -38.196637 -33.555556 -29.453216 -26.038377 -19.778874 -14.831871 -2.148757 19.854167 38.963816 48.493787 55.767178 54.402778 58.823830 53.562135 46.981360 30.825658 31.511696 22.192251 19.713085 11.607091 8.763889 7.023757 15.301901 19.248173 19.877924 20.402412 20.664839 21.244152 19.401681 24.716374 23.084430 24.715643 28.820906 25.505117 24.136696 31.189327 34.873538 32.664108 28.399488 24.501096 16.130482 12.335892 2.904240 -2.260599 -6.172880 -9.039474 -8.783626 -12.207602 -11.371711 -16.698099 -18.762427 -21.671053 -24.727705 -26.404971 -28.031433 -30.871711 -32.079313 -33.653509
-42.805241 -42.060723 -42.152829 -38.873954 -39.758457 -42.847273 -45.473369 -44.281849 -43.815475 -45.440109 -45.700343 -47.379802 -45.950709 -45.206191 -46.304510 -48.363720 -47.326440 -42.069861 -36.703998 -23.294276 4.113253 30.583648 49.743005 61.378970 72.228750 69.493005 72.278093 61.171367 49.696587 41.749218 34.696587 31.537230 24.323780 20.324511 14.327069 13.435256 12.954262 20.005432 30.057698 29.687449 30.631163 31.786499 34.574876 31.048926 33.894686 35.580359 40.208648 40.628970 43.050022 40.520783 50.519321 44.255432 41.884087 31.041250 13.305505 5.146148 -5.860796 -10.399905 -12.365548 -13.379071 -16.176220 -20.133457 -21.522712 -25.107507 -29.046103 -30.350928 -35.083384 -38.197785 -42.405022 -44.027098 -44.814744 -47.182434
69.876117 31.517564 9.308865 -48.965988 -49.494497 -50.426149 -51.412991 -52.770813 -51.923591 -53.037626 -53.738649 -53.012772 -52.694790 -53.377173 -52.685287 -50.832948 -49.410067 -44.830024 -40.517158 -30.103050 -15.424687 -0.326369 14.667418 29.558865 49.813617 57.076409 68.292418 57.820196 51.614786 37.306307 21.047535 24.150971 22.831161 10.986497 15.144026 9.827506 31.145488 21.841395 24.839933 35.679479 42.150605 38.991248 36.201044 37.148412 35.674728 34.357476 34.357111 30.989786 33.358573 33.465298 34.780722 28.148047 28.832623 33.095781 18.935693 14.404991 13.146219 -5.169570 -1.715988 -7.677977 -10.786164 -13.469643 -16.570886 -26.251076 -21.725491 -26.936749 -36.130462 -35.746325 -35.376442 -42.906047 -42.282143 -44.655316
-1.610873 -1.611604 -1.558606 -1.293621 -1.764747 -1.553855 -1.185434 -0.763285 -1.130609 -1.446033 -0.919352 -0.707729 -0.811896 0.240736 0.083572 -0.493913 -0.388650 -0.125858 0.136934 1.084303 1.980136 2.453820 0.559084 0.612812 1.876701 1.560546 0.348923 1.612081 1.350019 1.243660 0.504990 1.556160 1.923484 0.976116 1.608060 2.397899 0.859522 0.701993 0.860253 0.860619 1.334303 0.544829 0.807987 2.230867 1.548850 0.970633 0.338323 1.442490 0.336861 0.282768 -0.508533 -0.034849 -0.612700 -0.980756 -1.244279 -0.508899 -0.719791 -1.140843 -1.300200 -1.300566 -1.458095 -1.089308 0.278747 -0.035946 0.545926 -0.874761 -1.453343 -1.558972 -1.245010 -1.717963 -1.399981 -1.504147
3.960846 2.174662 -0.036230 -3.822414 -3.502970 -3.607502 -3.766493 -3.923657 -3.604943 -3.711668 -3.710572 -3.811084 -4.125046 -3.335207 -3.073145 -2.549022 -0.866274 -0.866639 -0.076800 3.977659 4.611431 3.402001 1.562089 1.090963 0.934896 0.512747 1.458653 2.354121 0.987162 1.463039 5.306606 3.306972 2.727293 2.674662 2.306606 3.569764 6.141402 3.719618 2.878975 3.880802 3.777001 3.252147 1.937089 2.568302 3.041621 0.568668 0.570130 1.097177 -0.061084 1.938916 1.412601 -0.587765 0.412235 0.465963 -1.480674 -1.902458 -1.373584 -0.736522 -1.261011 -1.630894 -1.472999 -2.313277 -1.838496 -2.315104 -2.739081 -2.262473 -2.468613 -2.833745 -2.358233 -3.041712 -2.040981 -2.936449
-5.581095 -5.627878 -5.728755 -5.725832 -5.721811 -5.612162 -5.712308 -5.710846 -5.710846 -5.708288 -5.707922 -5.710115 -5.711212 -5.714501 -5.506533 1.387838 -0.982410 0.175850 -1.243741 0.544636 -0.299296 -1.196592 -0.724735 0.698511 1.229578 3.020148 2.650630 4.126508 5.181332 5.181698 4.656113 3.656478 4.974826 5.399534 4.190835 2.611522 4.277823 3.646610 2.646610 2.804505 2.593978 3.699242 2.646610 2.751873 3.278189 2.593978 3.015031 3.172926 2.751873 2.172926 3.015031 2.540250 1.539154 1.960572 0.224826 0.647341 1.439008 -1.032849 0.600557 0.917443 0.864081 0.178043 -0.613258 -0.931241 0.641859 -0.206460 -0.896153 -1.787235 -1.781387 -2.732776 -3.105948 -3.582191
-11.486482 -11.957607 -12.323835 -12.010604 -11.960166 -12.273031 -12.164113 -12.320181 -11.738675 -11.840283 -11.786189 -12.050078 -11.789479 -11.952856 -11.005488 -6.950297 -6.425444 -4.167403 -3.485385 0.356355 2.144732 4.146559 1.148752 -0.642183 3.457963 5.770463 5.506574 5.928357 8.034352 6.826384 7.882305 9.676530 9.309936 7.834425 7.571267 8.993416 6.034352 7.559205 5.717831 9.402773 10.244878 11.350507 7.719659 7.983182 7.457597 9.353065 9.668489 9.246705 9.982086 8.876091 11.455039 7.717466 6.191881 5.456866 3.773021 1.930916 1.928723 -1.073104 3.503650 1.079308 -0.974420 -1.817622 -1.239040 -0.867695 -2.759508 -5.023397 -6.709069 -6.707242 -7.854537 -8.742695 -7.218207 -6.905341
3.810002 1.596918 0.803789 -2.145772 -2.514924 -2.514193 -2.777351 -2.515290 -2.569384 -2.201693 -2.361050 -2.257980 -2.468506 -2.520407 -1.572308 -0.623477 -0.623112 -0.412951 0.271991 3.798672 0.903935 3.747137 0.011391 0.327912 1.959856 2.591435 3.012122 1.748233 1.801231 1.275280 2.064023 1.431713 1.641508 1.588511 1.220090 2.008833 1.689388 1.270529 1.906494 2.487269 1.960222 1.275646 1.644432 0.855324 1.486903 1.382005 1.224476 0.329739 0.066581 2.224842 0.540997 -0.195115 0.489827 0.121040 -0.457176 -1.350816 -0.454983 -1.295992 -1.192556 -1.088755 -0.771869 -1.403448 -1.613974 -1.980568 -1.612878 -1.297454 -2.033199 -1.875305 -2.243726 -2.612512 -2.453521 -2.558053
