9 66 2 15 113
5 44 2 17 74
9 28 0 11 57
5 2 0 14 7
3 4 0 22 4
5 5 1 14 2
3 3 0 11 0
5 5 0 9 3
5 2 0 10 6
3 6 0 14 2
3 8 0 9 4
5 14 0 11 1
1 10 0 5 3
8 19 0 11 6
3 18 0 5 3
2 24 5 8 5
0 21 12 9 9
6 20 18 23 5
11 22 16 18 11
11 39 29 39 26
12 48 41 58 36
27 51 72 99 48
38 86 102 119 77
35 132 110 140 77
43 101 124 129 115
40 100 111 128 89
52 94 106 116 129
46 112 107 121 112
40 103 81 124 101
51 93 78 98 90
30 83 49 75 72
38 68 43 83 84
39 72 66 82 82
31 70 43 73 74
24 63 45 53 72
16 59 42 64 62
34 73 61 83 80
24 75 62 77 70
34 49 56 81 69
46 79 62 88 57
40 58 46 67 95
41 97 70 67 64
27 73 59 73 93
42 77 52 67 79
45 81 58 55 78
43 79 59 74 89
34 97 62 88 68
53 81 56 89 66
41 108 69 90 75
39 59 57 74 72
24 93 68 87 85
39 102 76 85 75
22 104 61 98 91
15 99 49 63 112
17 46 51 57 62
27 72 49 63 57
21 64 38 56 62
14 46 23 27 45
19 50 27 50 48
17 40 23 48 52
15 32 25 40 33
18 29 35 43 40
14 36 23 30 41
18 23 22 21 30
7 32 26 10 37
14 27 13 24 17
4 19 18 13 21
10 21 9 11 18
4 10 8 14 18
7 9 0 14 9
5 11 9 18 17
2 3 11 4 25
11 79 4 13 101
8 34 2 18 70
7 17 2 15 62
3 8 0 19 6
2 4 0 16 3
3 5 0 9 5
1 4 0 11 8
4 5 0 15 3
3 5 0 8 3
3 5 0 10 0
3 7 0 6 1
1 15 0 3 5
8 15 0 10 1
4 13 0 13 2
6 14 0 9 6
3 19 6 10 7
8 23 3 14 13
3 27 16 14 11
7 24 22 17 9
23 36 23 31 26
11 40 47 69 43
23 55 86 83 45
37 84 101 109 76
50 85 96 134 78
44 119 114 150 108
42 97 91 120 101
38 113 113 141 117
38 110 95 121 112
41 89 77 95 105
44 112 54 96 84
35 93 65 83 57
39 58 46 75 57
34 69 61 84 63
33 59 56 67 60
31 61 60 64 77
34 53 54 71 62
35 79 53 55 68
38 75 55 81 85
49 62 61 66 71
30 98 53 61 103
30 89 44 59 133
31 74 48 58 71
40 64 55 58 68
37 78 66 70 102
46 97 56 79 96
43 76 67 78 73
52 76 75 80 53
36 77 70 75 84
52 72 56 83 75
41 80 68 90 83
38 89 60 99 77
38 69 88 94 89
27 76 60 94 81
22 98 69 90 106
26 62 51 85 72
30 78 51 54 72
24 59 45 51 67
19 52 38 33 63
26 41 23 52 50
17 32 26 49 46
10 30 28 29 39
19 38 20 35 34
10 29 33 24 46
16 28 26 24 33
10 31 23 27 31
6 19 18 27 29
6 19 17 19 12
5 17 17 17 14
8 19 6 11 14
9 6 15 10 12
6 11 5 7 8
7 8 7 9 10
6 101 1 15 118
7 46 2 10 78
9 16 1 16 54
4 8 0 17 7
1 3 0 16 10
4 4 0 11 12
5 5 0 13 4
3 6 0 11 4
6 6 0 10 2
1 3 0 5 1
3 12 0 12 4
3 16 0 7 3
5 12 0 8 5
2 19 0 10 4
3 18 0 9 3
1 25 5 14 3
4 22 9 5 4
5 20 9 16 14
7 27 31 20 17
11 32 19 42 24
14 42 39 61 27
18 60 84 82 62
25 72 87 100 83
37 95 116 143 88
40 100 118 143 94
50 97 111 140 108
46 92 105 150 127
42 108 98 127 93
47 103 96 86 101
29 81 75 90 99
44 80 69 76 96
41 80 53 89 63
31 85 57 78 68
29 75 44 54 61
35 73 44 64 58
35 55 38 71 69
42 70 44 62 73
29 84 67 56 60
43 65 50 83 63
42 79 61 81 79
40 79 54 82 81
49 81 65 73 73
41 84 60 70 72
43 81 72 94 88
48 81 60 77 80
32 81 53 78 90
40 89 65 80 88
49 78 67 86 73
39 102 59 84 80
40 94 59 78 84
42 106 72 79 74
38 79 74 92 93
25 116 69 119 82
24 113 70 85 81
29 41 61 62 80
21 68 64 75 51
19 54 47 37 87
17 37 37 34 48
17 42 40 27 51
24 32 17 49 63
13 36 23 20 61
17 35 28 18 47
14 35 29 26 34
19 22 25 32 24
13 28 13 23 35
10 31 20 18 37
8 22 16 17 22
7 24 11 18 27
9 18 11 5 21
7 9 10 8 18
2 14 8 6 10
2 8 3 8 9
5 99 6 11 93
8 43 2 11 89
5 25 0 13 76
7 5 0 15 6
8 5 3 20 8
6 8 1 13 3
3 6 0 12 4
6 3 0 8 4
4 10 0 11 7
2 11 1 11 4
2 7 0 9 3
3 12 0 6 3
3 12 0 13 1
5 15 2 5 1
5 25 0 8 2
5 18 5 9 3
0 29 15 9 3
4 17 12 13 13
13 26 18 19 18
14 31 41 31 23
25 56 60 51 40
27 65 82 85 60
38 77 104 119 62
46 94 131 131 79
46 95 104 145 113
56 102 111 130 99
37 111 110 126 116
62 101 110 127 104
42 87 88 109 102
54 97 57 106 86
48 67 53 107 72
39 86 63 87 85
30 79 59 75 84
24 51 65 74 66
28 51 49 88 65
29 81 52 67 65
47 69 58 72 75
44 63 58 90 101
35 84 60 89 83
50 85 62 96 84
43 87 66 88 92
42 90 71 75 95
40 99 77 89 99
47 84 70 108 79
40 68 64 70 108
46 82 79 71 109
38 75 68 93 100
32 70 61 103 98
38 69 75 86 109
44 95 69 91 108
48 90 65 110 89
51 103 66 96 78
40 82 67 98 86
38 107 73 95 102
32 46 65 73 81
28 68 67 53 77
20 72 50 47 66
16 41 42 37 45
19 25 39 40 54
21 49 28 36 61
17 37 40 50 47
17 29 28 37 39
16 32 31 23 48
16 20 25 25 34
15 21 16 23 33
15 24 20 22 41
8 17 11 15 31
11 17 10 18 30
6 19 9 15 24
3 10 5 4 14
10 6 9 14 14
9 5 2 7 13
