5 80 0 15 121
9 64 4 11 79
5 32 1 11 65
5 2 0 14 5
2 7 1 11 8
4 5 0 16 2
4 2 0 10 5
2 6 0 12 3
2 4 0 14 5
3 11 0 10 6
9 11 0 10 2
5 11 0 10 4
1 14 0 11 3
6 18 0 11 1
11 17 1 9 1
4 27 3 5 2
3 19 9 10 6
4 29 17 16 15
11 18 21 12 17
12 40 23 42 29
23 47 45 52 44
24 67 76 92 56
38 90 84 110 74
38 84 93 127 98
44 98 101 125 109
63 118 94 111 129
45 99 109 133 141
37 119 84 150 121
48 92 76 124 120
40 92 67 117 82
51 62 64 83 76
49 53 67 81 81
52 69 59 80 69
52 74 42 63 82
38 68 45 66 72
37 78 44 56 79
50 90 69 64 84
44 82 72 95 72
50 76 77 90 91
52 89 68 92 90
63 84 61 81 107
41 104 65 109 106
53 93 61 142 98
45 95 71 101 113
55 108 85 126 92
43 86 87 132 86
62 94 78 123 112
68 98 73 150 98
71 97 68 129 94
83 103 91 115 108
43 100 102 116 131
41 103 87 115 82
35 97 87 87 104
45 126 84 114 112
36 82 73 71 93
44 91 65 100 89
29 95 75 60 89
28 45 54 52 53
20 50 50 51 80
31 50 52 36 54
27 26 34 42 51
25 31 26 35 42
26 42 35 39 41
14 31 18 35 41
21 23 13 34 31
19 40 19 37 22
21 14 16 24 26
8 27 25 19 15
11 15 26 12 31
3 9 7 13 12
1 13 10 10 6
5 18 4 9 10
7 80 2 9 145
9 75 1 13 93
5 30 3 19 78
12 5 1 18 4
3 3 0 16 7
5 6 2 11 11
4 5 0 14 6
2 5 0 11 1
5 7 0 14 7
7 5 0 9 2
9 18 0 10 1
10 12 0 11 6
2 13 0 10 5
5 13 0 10 2
12 21 0 9 2
3 24 7 2 3
3 29 12 7 7
5 21 9 18 12
6 25 24 24 13
16 35 22 37 29
16 48 39 58 43
24 63 40 65 61
31 62 57 75 65
30 89 67 93 86
37 88 67 90 114
54 86 75 97 105
65 89 80 102 101
46 67 85 97 101
63 71 86 102 117
63 58 84 111 111
52 64 94 99 88
66 66 77 97 92
49 67 65 99 81
52 60 79 93 79
53 74 51 62 77
37 78 56 83 76
46 90 59 80 109
24 85 61 84 63
49 73 62 88 91
38 72 54 94 101
39 103 73 99 105
60 97 76 101 98
51 70 65 100 83
48 76 81 96 90
70 85 88 99 91
52 88 71 123 96
56 105 73 133 122
61 92 84 87 87
78 86 72 117 99
57 76 71 115 98
45 81 80 130 110
69 88 63 128 81
52 71 79 104 81
30 91 75 81 82
42 71 33 84 52
32 73 0 85 75
50 51 1 57 62
29 43 0 55 50
44 42 8 56 55
20 46 28 42 46
22 33 31 56 52
25 24 30 35 56
28 40 28 46 48
20 20 22 44 36
21 24 19 40 39
15 27 14 35 29
16 12 14 32 23
11 15 19 26 24
13 18 13 17 13
5 14 8 27 24
7 12 8 14 25
2 10 6 6 11
10 78 3 12 124
5 39 0 18 96
4 20 1 19 70
6 11 0 16 6
2 6 3 19 5
1 7 0 10 5
5 12 0 11 4
7 3 0 18 4
1 3 0 16 3
3 8 0 16 2
3 14 0 10 1
9 12 0 8 3
2 6 0 12 3
6 15 0 5 1
7 23 0 9 5
8 31 2 8 8
5 20 10 12 6
6 29 13 11 13
8 28 19 24 13
8 32 17 26 17
16 48 23 51 40
14 49 26 55 44
19 63 36 67 68
28 55 53 77 105
30 88 60 95 106
34 84 67 68 102
46 90 82 94 107
35 96 55 74 101
38 89 94 103 130
45 85 83 100 96
46 69 97 88 97
44 88 89 95 94
50 50 67 83 87
53 53 67 91 93
49 71 70 72 74
28 54 53 66 72
43 73 59 79 121
51 70 56 79 84
43 66 59 86 91
49 82 60 74 119
51 95 81 106 144
56 94 74 107 128
64 94 63 106 113
51 89 73 120 131
80 94 86 122 119
63 79 85 101 113
54 95 93 113 108
49 94 65 115 102
63 79 67 124 107
60 91 82 112 95
70 105 67 117 98
61 92 82 91 112
48 97 73 88 77
42 77 50 89 74
56 60 63 77 72
35 52 61 73 83
28 61 34 64 67
33 47 41 65 62
40 51 40 65 65
26 58 36 43 67
32 46 28 58 58
27 45 29 45 58
19 40 28 48 43
21 30 25 33 27
16 30 21 34 34
18 30 16 27 24
15 9 15 27 18
16 12 13 23 17
10 13 11 11 25
9 14 13 17 7
12 14 16 19 9
8 12 10 12 10
8 95 0 12 141
5 35 1 13 76
6 28 0 14 63
2 2 0 21 8
1 8 2 9 9
4 4 0 11 8
4 5 0 9 5
3 2 0 10 4
1 7 0 18 1
4 6 0 9 2
2 12 0 8 4
5 12 0 13 2
5 11 0 14 1
7 17 0 12 1
7 20 0 14 3
4 18 3 3 8
3 26 10 11 6
7 34 16 20 9
11 25 18 28 19
23 38 34 46 34
32 48 59 75 52
36 75 83 135 76
37 107 108 146 83
44 99 118 134 128
42 114 110 162 132
49 84 116 149 151
43 101 105 146 140
43 106 110 116 134
48 115 106 119 104
42 91 65 98 92
44 74 72 84 72
48 83 46 90 73
32 64 48 77 84
30 58 52 76 53
30 65 38 62 68
41 56 48 84 46
45 56 48 48 73
35 78 60 60 74
42 68 66 82 77
49 68 51 69 76
46 76 41 89 71
44 75 51 78 79
42 74 44 82 90
25 83 79 77 81
56 73 60 94 63
29 77 62 70 89
47 91 64 89 62
37 74 64 70 87
38 103 54 96 72
53 94 64 98 80
43 87 60 108 71
43 99 65 88 82
41 94 57 88 85
30 90 52 75 75
24 66 55 74 87
22 80 43 71 52
27 46 45 41 62
29 38 28 51 50
12 44 31 26 48
21 39 22 31 47
18 29 25 36 39
18 31 29 26 51
23 27 36 35 31
13 25 20 37 22
16 24 24 28 39
10 18 16 31 23
8 8 23 23 19
12 23 8 17 22
3 9 16 11 27
3 11 8 10 9
4 9 1 15 12
4 15 5 7 8
