3 14 0 2 7
3 8 0 1 12
1 3 0 2 18
0 1 0 5 0
2 1 0 2 1
3 1 0 0 5
2 3 0 0 1
0 3 0 2 3
7 0 0 1 2
0 0 0 0 1
1 1 0 1 2
4 0 0 2 0
5 2 0 2 1
5 3 0 2 4
0 3 0 7 4
0 7 0 0 3
0 2 0 0 2
0 8 0 0 2
1 8 0 0 3
0 6 0 1 6
3 8 0 2 3
1 10 2 6 0
0 7 1 2 2
0 11 0 3 3
0 4 2 1 5
1 3 1 0 4
3 2 1 1 3
0 7 2 1 5
0 10 1 2 8
0 19 2 1 8
0 6 0 2 4
0 15 0 2 7
0 7 1 0 3
1 17 0 1 5
1 11 0 1 7
1 3 0 3 0
0 9 2 1 4
1 7 2 1 7
1 7 1 1 2
1 5 2 3 2
1 11 2 3 7
0 8 3 2 3
2 8 1 5 4
0 10 2 2 5
0 9 1 1 4
0 9 1 1 3
1 12 0 6 7
0 4 0 3 5
0 4 4 0 8
0 7 0 1 2
1 4 2 3 5
1 7 0 3 3
0 10 1 4 5
0 4 0 0 5
0 3 0 4 2
0 3 0 2 6
1 5 0 1 2
0 4 0 1 3
0 5 0 1 1
0 2 0 1 7
0 5 0 2 2
0 3 1 1 2
0 2 0 0 3
0 5 0 0 1
0 4 0 0 4
0 1 0 0 2
0 2 0 0 0
0 2 0 0 5
0 4 0 0 0
0 1 0 1 1
0 3 0 1 4
0 0 0 0 1
1 29 0 1 8
1 22 1 0 10
1 17 0 1 5
1 0 0 2 0
1 1 0 2 0
2 1 0 0 0
5 0 0 0 0
4 1 0 4 1
4 1 0 0 3
0 2 0 4 1
2 0 0 1 3
3 1 0 3 2
1 0 0 3 2
1 4 0 1 2
4 3 0 2 3
0 3 0 1 2
0 5 0 0 4
0 5 0 0 6
0 4 0 0 4
0 9 0 0 4
2 4 0 4 12
2 6 0 4 4
0 8 2 5 5
1 8 0 2 2
0 8 0 3 2
1 10 2 3 4
1 10 2 3 6
0 7 0 0 1
0 11 1 1 9
0 11 0 3 8
0 9 1 4 3
0 15 0 1 5
0 14 0 1 3
0 15 1 2 5
1 8 0 1 5
